"","Year","Zone","Station","Impact","ID","area","Species","abundance"
"439","2003","S","10.21","Before",44,"Ctrl","Tanglake",0
"440","2003","S","10.21","Before",44,"Ctrl","AL",1
"441","2003","S","10.22","Before",45,"Ctrl","Oxsimpa",0
"442","2003","S","10.22","Before",45,"Ctrl","Rotsimpa",0
"443","2003","S","10.22","Before",45,"Ctrl","Sandskadda",0
"444","2003","S","10.22","Before",45,"Ctrl","Sjurygg",0
"445","2003","S","10.22","Before",45,"Ctrl","Skrubbskadda",0
"446","2003","S","10.22","Before",45,"Ctrl","Skaggsimpa",0
"447","2003","S","10.22","Before",45,"Ctrl","Stensnultra",3
"448","2003","S","10.22","Before",45,"Ctrl","Torsk",0
"449","2003","S","10.22","Before",45,"Ctrl","Tanglake",0
"450","2003","S","10.22","Before",45,"Ctrl","AL",3
"451","2003","S","10.23","Before",46,"Ctrl","Oxsimpa",0
"452","2003","S","10.23","Before",46,"Ctrl","Rotsimpa",0
"453","2003","S","10.23","Before",46,"Ctrl","Sandskadda",0
"454","2003","S","10.23","Before",46,"Ctrl","Sjurygg",0
"455","2003","S","10.23","Before",46,"Ctrl","Skrubbskadda",0
"456","2003","S","10.23","Before",46,"Ctrl","Skaggsimpa",0
"457","2003","S","10.23","Before",46,"Ctrl","Stensnultra",7
"458","2003","S","10.23","Before",46,"Ctrl","Torsk",1
"459","2003","S","10.23","Before",46,"Ctrl","Tanglake",0
"460","2003","S","10.23","Before",46,"Ctrl","AL",1
"461","2003","S","10.24","Before",47,"Ctrl","Oxsimpa",0
"462","2003","S","10.24","Before",47,"Ctrl","Rotsimpa",0
"463","2003","S","10.24","Before",47,"Ctrl","Sandskadda",0
"464","2003","S","10.24","Before",47,"Ctrl","Sjurygg",1
"465","2003","S","10.24","Before",47,"Ctrl","Skrubbskadda",0
"466","2003","S","10.24","Before",47,"Ctrl","Skaggsimpa",0
"467","2003","S","10.24","Before",47,"Ctrl","Stensnultra",15
"468","2003","S","10.24","Before",47,"Ctrl","Torsk",2
"469","2003","S","10.24","Before",47,"Ctrl","Tanglake",0
"470","2003","S","10.24","Before",47,"Ctrl","AL",2
"471","2003","N","9.1","Before",48,"Ctrl","Oxsimpa",0
"472","2003","N","9.1","Before",48,"Ctrl","Rotsimpa",0
"473","2003","N","9.1","Before",48,"Ctrl","Sandskadda",0
"474","2003","N","9.1","Before",48,"Ctrl","Sjurygg",0
"475","2003","N","9.1","Before",48,"Ctrl","Skrubbskadda",0
"476","2003","N","9.1","Before",48,"Ctrl","Skaggsimpa",0
"477","2003","N","9.1","Before",48,"Ctrl","Stensnultra",0
"478","2003","N","9.1","Before",48,"Ctrl","Torsk",3
"479","2003","N","9.1","Before",48,"Ctrl","Tanglake",8
"480","2003","N","9.1","Before",48,"Ctrl","AL",0
"481","2003","N","9.2","Before",49,"Ctrl","Oxsimpa",0
"482","2003","N","9.2","Before",49,"Ctrl","Rotsimpa",0
"483","2003","N","9.2","Before",49,"Ctrl","Sandskadda",0
"484","2003","N","9.2","Before",49,"Ctrl","Sjurygg",0
"485","2003","N","9.2","Before",49,"Ctrl","Skrubbskadda",1
"486","2003","N","9.2","Before",49,"Ctrl","Skaggsimpa",0
"487","2003","N","9.2","Before",49,"Ctrl","Stensnultra",0
"488","2003","N","9.2","Before",49,"Ctrl","Torsk",0
"489","2003","N","9.2","Before",49,"Ctrl","Tanglake",4
"490","2003","N","9.2","Before",49,"Ctrl","AL",0
"491","2003","N","9.3","Before",50,"Ctrl","Oxsimpa",0
"492","2003","N","9.3","Before",50,"Ctrl","Rotsimpa",0
"493","2003","N","9.3","Before",50,"Ctrl","Sandskadda",0
"494","2003","N","9.3","Before",50,"Ctrl","Sjurygg",0
"495","2003","N","9.3","Before",50,"Ctrl","Skrubbskadda",0
"496","2003","N","9.3","Before",50,"Ctrl","Skaggsimpa",0
"497","2003","N","9.3","Before",50,"Ctrl","Stensnultra",0
"498","2003","N","9.3","Before",50,"Ctrl","Torsk",0
"499","2003","N","9.3","Before",50,"Ctrl","Tanglake",4
"500","2003","N","9.3","Before",50,"Ctrl","AL",1
"501","2003","N","9.4","Before",51,"Ctrl","Oxsimpa",0
"502","2003","N","9.4","Before",51,"Ctrl","Rotsimpa",1
"503","2003","N","9.4","Before",51,"Ctrl","Sandskadda",0
"504","2003","N","9.4","Before",51,"Ctrl","Sjurygg",0
"505","2003","N","9.4","Before",51,"Ctrl","Skrubbskadda",0
"506","2003","N","9.4","Before",51,"Ctrl","Skaggsimpa",0
"507","2003","N","9.4","Before",51,"Ctrl","Stensnultra",0
"508","2003","N","9.4","Before",51,"Ctrl","Torsk",2
"509","2003","N","9.4","Before",51,"Ctrl","Tanglake",11
"510","2003","N","9.4","Before",51,"Ctrl","AL",0
"511","2003","N","9.5","Before",52,"Ctrl","Oxsimpa",0
"512","2003","N","9.5","Before",52,"Ctrl","Rotsimpa",1
"513","2003","N","9.5","Before",52,"Ctrl","Sandskadda",0
"514","2003","N","9.5","Before",52,"Ctrl","Sjurygg",0
"515","2003","N","9.5","Before",52,"Ctrl","Skrubbskadda",0
"516","2003","N","9.5","Before",52,"Ctrl","Skaggsimpa",0
"517","2003","N","9.5","Before",52,"Ctrl","Stensnultra",0
"518","2003","N","9.5","Before",52,"Ctrl","Torsk",3
"519","2003","N","9.5","Before",52,"Ctrl","Tanglake",14
"520","2003","N","9.5","Before",52,"Ctrl","AL",0
"521","2003","N","9.6","Before",53,"Ctrl","Oxsimpa",0
"522","2003","N","9.6","Before",53,"Ctrl","Rotsimpa",0
"523","2003","N","9.6","Before",53,"Ctrl","Sandskadda",0
"524","2003","N","9.6","Before",53,"Ctrl","Sjurygg",0
"525","2003","N","9.6","Before",53,"Ctrl","Skrubbskadda",0
"526","2003","N","9.6","Before",53,"Ctrl","Skaggsimpa",0
"527","2003","N","9.6","Before",53,"Ctrl","Stensnultra",0
"528","2003","N","9.6","Before",53,"Ctrl","Torsk",1
"529","2003","N","9.6","Before",53,"Ctrl","Tanglake",20
"530","2003","N","9.6","Before",53,"Ctrl","AL",0
"531","2003","N","9.7","Before",54,"Ctrl","Oxsimpa",0
"532","2003","N","9.7","Before",54,"Ctrl","Rotsimpa",1
"533","2003","N","9.7","Before",54,"Ctrl","Sandskadda",0
"534","2003","N","9.7","Before",54,"Ctrl","Sjurygg",0
"535","2003","N","9.7","Before",54,"Ctrl","Skrubbskadda",0
"536","2003","N","9.7","Before",54,"Ctrl","Skaggsimpa",0
"537","2003","N","9.7","Before",54,"Ctrl","Stensnultra",0
"538","2003","N","9.7","Before",54,"Ctrl","Torsk",1
"539","2003","N","9.7","Before",54,"Ctrl","Tanglake",6
"540","2003","N","9.7","Before",54,"Ctrl","AL",0
"541","2003","N","9.8","Before",55,"Ctrl","Oxsimpa",1
"542","2003","N","9.8","Before",55,"Ctrl","Rotsimpa",2
"543","2003","N","9.8","Before",55,"Ctrl","Sandskadda",0
"544","2003","N","9.8","Before",55,"Ctrl","Sjurygg",0
"545","2003","N","9.8","Before",55,"Ctrl","Skrubbskadda",0
"546","2003","N","9.8","Before",55,"Ctrl","Skaggsimpa",0
"547","2003","N","9.8","Before",55,"Ctrl","Stensnultra",0
"548","2003","N","9.8","Before",55,"Ctrl","Torsk",0
"549","2003","N","9.8","Before",55,"Ctrl","Tanglake",3
"550","2003","N","9.8","Before",55,"Ctrl","AL",0
"551","2003","N","9.9","Before",56,"Ctrl","Oxsimpa",0
"552","2003","N","9.9","Before",56,"Ctrl","Rotsimpa",0
"553","2003","N","9.9","Before",56,"Ctrl","Sandskadda",0
"554","2003","N","9.9","Before",56,"Ctrl","Sjurygg",1
"555","2003","N","9.9","Before",56,"Ctrl","Skrubbskadda",0
"556","2003","N","9.9","Before",56,"Ctrl","Skaggsimpa",0
"557","2003","N","9.9","Before",56,"Ctrl","Stensnultra",0
"558","2003","N","9.9","Before",56,"Ctrl","Torsk",2
"559","2003","N","9.9","Before",56,"Ctrl","Tanglake",3
"560","2003","N","9.9","Before",56,"Ctrl","AL",0
"561","2003","N","9.10","Before",57,"Ctrl","Oxsimpa",0
"562","2003","N","9.10","Before",57,"Ctrl","Rotsimpa",0
"563","2003","N","9.10","Before",57,"Ctrl","Sandskadda",0
"564","2003","N","9.10","Before",57,"Ctrl","Sjurygg",0
"565","2003","N","9.10","Before",57,"Ctrl","Skrubbskadda",1
"566","2003","N","9.10","Before",57,"Ctrl","Skaggsimpa",0
"567","2003","N","9.10","Before",57,"Ctrl","Stensnultra",0
"568","2003","N","9.10","Before",57,"Ctrl","Torsk",0
"569","2003","N","9.10","Before",57,"Ctrl","Tanglake",2
"570","2003","N","9.10","Before",57,"Ctrl","AL",0
"571","2003","N","9.11","Before",58,"Ctrl","Oxsimpa",0
"572","2003","N","9.11","Before",58,"Ctrl","Rotsimpa",0
"573","2003","N","9.11","Before",58,"Ctrl","Sandskadda",0
"574","2003","N","9.11","Before",58,"Ctrl","Sjurygg",0
"575","2003","N","9.11","Before",58,"Ctrl","Skrubbskadda",0
"576","2003","N","9.11","Before",58,"Ctrl","Skaggsimpa",0
"577","2003","N","9.11","Before",58,"Ctrl","Stensnultra",0
"578","2003","N","9.11","Before",58,"Ctrl","Torsk",0
"579","2003","N","9.11","Before",58,"Ctrl","Tanglake",8
"580","2003","N","9.11","Before",58,"Ctrl","AL",0
"581","2003","N","9.12","Before",59,"Ctrl","Oxsimpa",0
"582","2003","N","9.12","Before",59,"Ctrl","Rotsimpa",0
"583","2003","N","9.12","Before",59,"Ctrl","Sandskadda",0
"584","2003","N","9.12","Before",59,"Ctrl","Sjurygg",0
"585","2003","N","9.12","Before",59,"Ctrl","Skrubbskadda",0
"586","2003","N","9.12","Before",59,"Ctrl","Skaggsimpa",0
"587","2003","N","9.12","Before",59,"Ctrl","Stensnultra",0
"588","2003","N","9.12","Before",59,"Ctrl","Torsk",0
"589","2003","N","9.12","Before",59,"Ctrl","Tanglake",1
"590","2003","N","9.12","Before",59,"Ctrl","AL",0
"591","2003","N","9.13","Before",60,"Ctrl","Oxsimpa",0
"592","2003","N","9.13","Before",60,"Ctrl","Rotsimpa",1
"593","2003","N","9.13","Before",60,"Ctrl","Sandskadda",0
"594","2003","N","9.13","Before",60,"Ctrl","Sjurygg",0
"595","2003","N","9.13","Before",60,"Ctrl","Skrubbskadda",0
"596","2003","N","9.13","Before",60,"Ctrl","Skaggsimpa",0
"597","2003","N","9.13","Before",60,"Ctrl","Stensnultra",0
"598","2003","N","9.13","Before",60,"Ctrl","Torsk",3
"599","2003","N","9.13","Before",60,"Ctrl","Tanglake",6
"600","2003","N","9.13","Before",60,"Ctrl","AL",0
"601","2003","N","9.14","Before",61,"Ctrl","Oxsimpa",0
"602","2003","N","9.14","Before",61,"Ctrl","Rotsimpa",0
"603","2003","N","9.14","Before",61,"Ctrl","Sandskadda",0
"604","2003","N","9.14","Before",61,"Ctrl","Sjurygg",0
"605","2003","N","9.14","Before",61,"Ctrl","Skrubbskadda",0
"606","2003","N","9.14","Before",61,"Ctrl","Skaggsimpa",0
"607","2003","N","9.14","Before",61,"Ctrl","Stensnultra",0
"608","2003","N","9.14","Before",61,"Ctrl","Torsk",0
"609","2003","N","9.14","Before",61,"Ctrl","Tanglake",2
"610","2003","N","9.14","Before",61,"Ctrl","AL",1
"611","2003","N","9.15","Before",62,"Ctrl","Oxsimpa",0
"612","2003","N","9.15","Before",62,"Ctrl","Rotsimpa",0
"613","2003","N","9.15","Before",62,"Ctrl","Sandskadda",0
"614","2003","N","9.15","Before",62,"Ctrl","Sjurygg",0
"615","2003","N","9.15","Before",62,"Ctrl","Skrubbskadda",0
"616","2003","N","9.15","Before",62,"Ctrl","Skaggsimpa",0
"617","2003","N","9.15","Before",62,"Ctrl","Stensnultra",0
"618","2003","N","9.15","Before",62,"Ctrl","Torsk",0
"619","2003","N","9.15","Before",62,"Ctrl","Tanglake",2
"620","2003","N","9.15","Before",62,"Ctrl","AL",0
"621","2003","N","9.16","Before",63,"Ctrl","Oxsimpa",0
"622","2003","N","9.16","Before",63,"Ctrl","Rotsimpa",0
"623","2003","N","9.16","Before",63,"Ctrl","Sandskadda",0
"624","2003","N","9.16","Before",63,"Ctrl","Sjurygg",0
"625","2003","N","9.16","Before",63,"Ctrl","Skrubbskadda",0
"626","2003","N","9.16","Before",63,"Ctrl","Skaggsimpa",0
"627","2003","N","9.16","Before",63,"Ctrl","Stensnultra",0
"628","2003","N","9.16","Before",63,"Ctrl","Torsk",1
"629","2003","N","9.16","Before",63,"Ctrl","Tanglake",10
"630","2003","N","9.16","Before",63,"Ctrl","AL",0
"631","2003","N","9.17","Before",64,"Ctrl","Oxsimpa",0
"632","2003","N","9.17","Before",64,"Ctrl","Rotsimpa",1
"633","2003","N","9.17","Before",64,"Ctrl","Sandskadda",0
"634","2003","N","9.17","Before",64,"Ctrl","Sjurygg",0
"635","2003","N","9.17","Before",64,"Ctrl","Skrubbskadda",0
"636","2003","N","9.17","Before",64,"Ctrl","Skaggsimpa",0
"637","2003","N","9.17","Before",64,"Ctrl","Stensnultra",0
"638","2003","N","9.17","Before",64,"Ctrl","Torsk",0
"639","2003","N","9.17","Before",64,"Ctrl","Tanglake",19
"640","2003","N","9.17","Before",64,"Ctrl","AL",0
"641","2003","N","9.18","Before",65,"Ctrl","Oxsimpa",3
"642","2003","N","9.18","Before",65,"Ctrl","Rotsimpa",0
"643","2003","N","9.18","Before",65,"Ctrl","Sandskadda",0
"644","2003","N","9.18","Before",65,"Ctrl","Sjurygg",0
"645","2003","N","9.18","Before",65,"Ctrl","Skrubbskadda",0
"646","2003","N","9.18","Before",65,"Ctrl","Skaggsimpa",0
"647","2003","N","9.18","Before",65,"Ctrl","Stensnultra",0
"648","2003","N","9.18","Before",65,"Ctrl","Torsk",0
"649","2003","N","9.18","Before",65,"Ctrl","Tanglake",7
"650","2003","N","9.18","Before",65,"Ctrl","AL",0
"651","2003","N","9.19","Before",66,"Ctrl","Oxsimpa",0
"652","2003","N","9.19","Before",66,"Ctrl","Rotsimpa",1
"653","2003","N","9.19","Before",66,"Ctrl","Sandskadda",0
"654","2003","N","9.19","Before",66,"Ctrl","Sjurygg",0
"655","2003","N","9.19","Before",66,"Ctrl","Skrubbskadda",0
"656","2003","N","9.19","Before",66,"Ctrl","Skaggsimpa",0
"657","2003","N","9.19","Before",66,"Ctrl","Stensnultra",0
"658","2003","N","9.19","Before",66,"Ctrl","Torsk",2
"659","2003","N","9.19","Before",66,"Ctrl","Tanglake",17
"660","2003","N","9.19","Before",66,"Ctrl","AL",0
"661","2003","N","9.20","Before",67,"Ctrl","Oxsimpa",0
"662","2003","N","9.20","Before",67,"Ctrl","Rotsimpa",0
"663","2003","N","9.20","Before",67,"Ctrl","Sandskadda",0
"664","2003","N","9.20","Before",67,"Ctrl","Sjurygg",0
"665","2003","N","9.20","Before",67,"Ctrl","Skrubbskadda",0
"666","2003","N","9.20","Before",67,"Ctrl","Skaggsimpa",0
"667","2003","N","9.20","Before",67,"Ctrl","Stensnultra",0
"668","2003","N","9.20","Before",67,"Ctrl","Torsk",1
"669","2003","N","9.20","Before",67,"Ctrl","Tanglake",3
"670","2003","N","9.20","Before",67,"Ctrl","AL",1
"671","2003","N","9.21","Before",68,"Ctrl","Oxsimpa",0
"672","2003","N","9.21","Before",68,"Ctrl","Rotsimpa",0
"673","2003","N","9.21","Before",68,"Ctrl","Sandskadda",0
"674","2003","N","9.21","Before",68,"Ctrl","Sjurygg",0
"675","2003","N","9.21","Before",68,"Ctrl","Skrubbskadda",0
"676","2003","N","9.21","Before",68,"Ctrl","Skaggsimpa",0
"677","2003","N","9.21","Before",68,"Ctrl","Stensnultra",0
"678","2003","N","9.21","Before",68,"Ctrl","Torsk",2
"679","2003","N","9.21","Before",68,"Ctrl","Tanglake",4
"680","2003","N","9.21","Before",68,"Ctrl","AL",1
"681","2003","N","9.22","Before",69,"Ctrl","Oxsimpa",0
"682","2003","N","9.22","Before",69,"Ctrl","Rotsimpa",0
"683","2003","N","9.22","Before",69,"Ctrl","Sandskadda",0
"684","2003","N","9.22","Before",69,"Ctrl","Sjurygg",0
"685","2003","N","9.22","Before",69,"Ctrl","Skrubbskadda",0
"686","2003","N","9.22","Before",69,"Ctrl","Skaggsimpa",0
"687","2003","N","9.22","Before",69,"Ctrl","Stensnultra",0
"688","2003","N","9.22","Before",69,"Ctrl","Torsk",2
"689","2003","N","9.22","Before",69,"Ctrl","Tanglake",5
"690","2003","N","9.22","Before",69,"Ctrl","AL",0
"691","2003","N","9.23","Before",70,"Ctrl","Oxsimpa",0
"692","2003","N","9.23","Before",70,"Ctrl","Rotsimpa",0
"693","2003","N","9.23","Before",70,"Ctrl","Sandskadda",0
"694","2003","N","9.23","Before",70,"Ctrl","Sjurygg",0
"695","2003","N","9.23","Before",70,"Ctrl","Skrubbskadda",0
"696","2003","N","9.23","Before",70,"Ctrl","Skaggsimpa",0
"697","2003","N","9.23","Before",70,"Ctrl","Stensnultra",0
"698","2003","N","9.23","Before",70,"Ctrl","Torsk",2
"699","2003","N","9.23","Before",70,"Ctrl","Tanglake",2
"700","2003","N","9.23","Before",70,"Ctrl","AL",0
"701","2003","N","9.24","Before",71,"Ctrl","Oxsimpa",1
"702","2003","N","9.24","Before",71,"Ctrl","Rotsimpa",0
"703","2003","N","9.24","Before",71,"Ctrl","Sandskadda",0
"704","2003","N","9.24","Before",71,"Ctrl","Sjurygg",0
"705","2003","N","9.24","Before",71,"Ctrl","Skrubbskadda",2
"706","2003","N","9.24","Before",71,"Ctrl","Skaggsimpa",0
"707","2003","N","9.24","Before",71,"Ctrl","Stensnultra",0
"708","2003","N","9.24","Before",71,"Ctrl","Torsk",2
"709","2003","N","9.24","Before",71,"Ctrl","Tanglake",5
"710","2003","N","9.24","Before",71,"Ctrl","AL",0
"711","2010","WF","8.1","After",72,"WF","Oxsimpa",0
"712","2010","WF","8.1","After",72,"WF","Rotsimpa",0
"713","2010","WF","8.1","After",72,"WF","Sandskadda",0
"714","2010","WF","8.1","After",72,"WF","Sjurygg",0
"715","2010","WF","8.1","After",72,"WF","Skrubbskadda",0
"716","2010","WF","8.1","After",72,"WF","Skaggsimpa",0
"717","2010","WF","8.1","After",72,"WF","Stensnultra",0
"718","2010","WF","8.1","After",72,"WF","Torsk",1
"719","2010","WF","8.1","After",72,"WF","Tanglake",3
"720","2010","WF","8.1","After",72,"WF","AL",0
"721","2010","WF","8.2","After",73,"WF","Oxsimpa",1
"722","2010","WF","8.2","After",73,"WF","Rotsimpa",0
"723","2010","WF","8.2","After",73,"WF","Sandskadda",0
"724","2010","WF","8.2","After",73,"WF","Sjurygg",0
"725","2010","WF","8.2","After",73,"WF","Skrubbskadda",0
"726","2010","WF","8.2","After",73,"WF","Skaggsimpa",0
"727","2010","WF","8.2","After",73,"WF","Stensnultra",0
"728","2010","WF","8.2","After",73,"WF","Torsk",1
"729","2010","WF","8.2","After",73,"WF","Tanglake",4
"730","2010","WF","8.2","After",73,"WF","AL",0
"731","2010","WF","8.3","After",74,"WF","Oxsimpa",0
"732","2010","WF","8.3","After",74,"WF","Rotsimpa",0
"733","2010","WF","8.3","After",74,"WF","Sandskadda",0
"734","2010","WF","8.3","After",74,"WF","Sjurygg",0
"735","2010","WF","8.3","After",74,"WF","Skrubbskadda",0
"736","2010","WF","8.3","After",74,"WF","Skaggsimpa",0
"737","2010","WF","8.3","After",74,"WF","Stensnultra",0
"738","2010","WF","8.3","After",74,"WF","Torsk",1
"739","2010","WF","8.3","After",74,"WF","Tanglake",17
"740","2010","WF","8.3","After",74,"WF","AL",1
"741","2010","WF","8.4","After",75,"WF","Oxsimpa",0
"742","2010","WF","8.4","After",75,"WF","Rotsimpa",0
"743","2010","WF","8.4","After",75,"WF","Sandskadda",0
"744","2010","WF","8.4","After",75,"WF","Sjurygg",0
"745","2010","WF","8.4","After",75,"WF","Skrubbskadda",0
"746","2010","WF","8.4","After",75,"WF","Skaggsimpa",0
"747","2010","WF","8.4","After",75,"WF","Stensnultra",0
"748","2010","WF","8.4","After",75,"WF","Torsk",3
"749","2010","WF","8.4","After",75,"WF","Tanglake",3
"750","2010","WF","8.4","After",75,"WF","AL",1
"751","2010","WF","8.5","After",76,"WF","Oxsimpa",0
"752","2010","WF","8.5","After",76,"WF","Rotsimpa",0
"753","2010","WF","8.5","After",76,"WF","Sandskadda",0
"754","2010","WF","8.5","After",76,"WF","Sjurygg",0
"755","2010","WF","8.5","After",76,"WF","Skrubbskadda",0
"756","2010","WF","8.5","After",76,"WF","Skaggsimpa",0
"757","2010","WF","8.5","After",76,"WF","Stensnultra",0
"758","2010","WF","8.5","After",76,"WF","Torsk",4
"759","2010","WF","8.5","After",76,"WF","Tanglake",4
"760","2010","WF","8.5","After",76,"WF","AL",4
"761","2010","WF","8.6","After",77,"WF","Oxsimpa",0
"762","2010","WF","8.6","After",77,"WF","Rotsimpa",2
"763","2010","WF","8.6","After",77,"WF","Sandskadda",0
"764","2010","WF","8.6","After",77,"WF","Sjurygg",0
"765","2010","WF","8.6","After",77,"WF","Skrubbskadda",0
"766","2010","WF","8.6","After",77,"WF","Skaggsimpa",0
"767","2010","WF","8.6","After",77,"WF","Stensnultra",0
"768","2010","WF","8.6","After",77,"WF","Torsk",3
"769","2010","WF","8.6","After",77,"WF","Tanglake",3
"770","2010","WF","8.6","After",77,"WF","AL",1
"771","2010","WF","8.7","After",78,"WF","Oxsimpa",1
"772","2010","WF","8.7","After",78,"WF","Rotsimpa",0
"773","2010","WF","8.7","After",78,"WF","Sandskadda",0
"774","2010","WF","8.7","After",78,"WF","Sjurygg",0
"775","2010","WF","8.7","After",78,"WF","Skrubbskadda",0
"776","2010","WF","8.7","After",78,"WF","Skaggsimpa",0
"777","2010","WF","8.7","After",78,"WF","Stensnultra",0
"778","2010","WF","8.7","After",78,"WF","Torsk",1
"779","2010","WF","8.7","After",78,"WF","Tanglake",15
"780","2010","WF","8.7","After",78,"WF","AL",2
"781","2010","WF","8.8","After",79,"WF","Oxsimpa",0
"782","2010","WF","8.8","After",79,"WF","Rotsimpa",0
"783","2010","WF","8.8","After",79,"WF","Sandskadda",0
"784","2010","WF","8.8","After",79,"WF","Sjurygg",0
"785","2010","WF","8.8","After",79,"WF","Skrubbskadda",0
"786","2010","WF","8.8","After",79,"WF","Skaggsimpa",0
"787","2010","WF","8.8","After",79,"WF","Stensnultra",0
"788","2010","WF","8.8","After",79,"WF","Torsk",1
"789","2010","WF","8.8","After",79,"WF","Tanglake",15
"790","2010","WF","8.8","After",79,"WF","AL",1
"791","2010","WF","8.9","After",80,"WF","Oxsimpa",1
"792","2010","WF","8.9","After",80,"WF","Rotsimpa",0
"793","2010","WF","8.9","After",80,"WF","Sandskadda",0
"794","2010","WF","8.9","After",80,"WF","Sjurygg",0
"795","2010","WF","8.9","After",80,"WF","Skrubbskadda",1
"796","2010","WF","8.9","After",80,"WF","Skaggsimpa",0
"797","2010","WF","8.9","After",80,"WF","Stensnultra",0
"798","2010","WF","8.9","After",80,"WF","Torsk",2
"799","2010","WF","8.9","After",80,"WF","Tanglake",9
"800","2010","WF","8.9","After",80,"WF","AL",0
"801","2010","WF","8.10","After",81,"WF","Oxsimpa",1
"802","2010","WF","8.10","After",81,"WF","Rotsimpa",0
"803","2010","WF","8.10","After",81,"WF","Sandskadda",0
"804","2010","WF","8.10","After",81,"WF","Sjurygg",0
"805","2010","WF","8.10","After",81,"WF","Skrubbskadda",0
"806","2010","WF","8.10","After",81,"WF","Skaggsimpa",0
"807","2010","WF","8.10","After",81,"WF","Stensnultra",0
"808","2010","WF","8.10","After",81,"WF","Torsk",2
"809","2010","WF","8.10","After",81,"WF","Tanglake",7
"810","2010","WF","8.10","After",81,"WF","AL",0
"811","2010","WF","8.11","After",82,"WF","Oxsimpa",0
"812","2010","WF","8.11","After",82,"WF","Rotsimpa",0
"813","2010","WF","8.11","After",82,"WF","Sandskadda",0
"814","2010","WF","8.11","After",82,"WF","Sjurygg",0
"815","2010","WF","8.11","After",82,"WF","Skrubbskadda",0
"816","2010","WF","8.11","After",82,"WF","Skaggsimpa",0
"817","2010","WF","8.11","After",82,"WF","Stensnultra",0
"818","2010","WF","8.11","After",82,"WF","Torsk",1
"819","2010","WF","8.11","After",82,"WF","Tanglake",7
"820","2010","WF","8.11","After",82,"WF","AL",1
"821","2010","WF","8.12","After",83,"WF","Oxsimpa",0
"822","2010","WF","8.12","After",83,"WF","Rotsimpa",0
"823","2010","WF","8.12","After",83,"WF","Sandskadda",0
"824","2010","WF","8.12","After",83,"WF","Sjurygg",0
"825","2010","WF","8.12","After",83,"WF","Skrubbskadda",0
"826","2010","WF","8.12","After",83,"WF","Skaggsimpa",0
"827","2010","WF","8.12","After",83,"WF","Stensnultra",0
"828","2010","WF","8.12","After",83,"WF","Torsk",0
"829","2010","WF","8.12","After",83,"WF","Tanglake",17
"830","2010","WF","8.12","After",83,"WF","AL",0
"831","2010","WF","8.13","After",84,"WF","Oxsimpa",2
"832","2010","WF","8.13","After",84,"WF","Rotsimpa",0
"833","2010","WF","8.13","After",84,"WF","Sandskadda",0
"834","2010","WF","8.13","After",84,"WF","Sjurygg",0
"835","2010","WF","8.13","After",84,"WF","Skrubbskadda",0
"836","2010","WF","8.13","After",84,"WF","Skaggsimpa",0
"837","2010","WF","8.13","After",84,"WF","Stensnultra",0
"838","2010","WF","8.13","After",84,"WF","Torsk",0
"839","2010","WF","8.13","After",84,"WF","Tanglake",13
"840","2010","WF","8.13","After",84,"WF","AL",0
"841","2010","WF","8.14","After",85,"WF","Oxsimpa",0
"842","2010","WF","8.14","After",85,"WF","Rotsimpa",1
"843","2010","WF","8.14","After",85,"WF","Sandskadda",0
"844","2010","WF","8.14","After",85,"WF","Sjurygg",0
"845","2010","WF","8.14","After",85,"WF","Skrubbskadda",2
"846","2010","WF","8.14","After",85,"WF","Skaggsimpa",0
"847","2010","WF","8.14","After",85,"WF","Stensnultra",0
"848","2010","WF","8.14","After",85,"WF","Torsk",2
"849","2010","WF","8.14","After",85,"WF","Tanglake",4
"850","2010","WF","8.14","After",85,"WF","AL",0
"851","2010","WF","8.15","After",86,"WF","Oxsimpa",1
"852","2010","WF","8.15","After",86,"WF","Rotsimpa",0
"853","2010","WF","8.15","After",86,"WF","Sandskadda",0
"854","2010","WF","8.15","After",86,"WF","Sjurygg",0
"855","2010","WF","8.15","After",86,"WF","Skrubbskadda",0
"856","2010","WF","8.15","After",86,"WF","Skaggsimpa",1
"857","2010","WF","8.15","After",86,"WF","Stensnultra",0
"858","2010","WF","8.15","After",86,"WF","Torsk",0
"859","2010","WF","8.15","After",86,"WF","Tanglake",6
"860","2010","WF","8.15","After",86,"WF","AL",1
"861","2010","WF","8.16","After",87,"WF","Oxsimpa",0
"862","2010","WF","8.16","After",87,"WF","Rotsimpa",3
"863","2010","WF","8.16","After",87,"WF","Sandskadda",1
"864","2010","WF","8.16","After",87,"WF","Sjurygg",0
"865","2010","WF","8.16","After",87,"WF","Skrubbskadda",0
"866","2010","WF","8.16","After",87,"WF","Skaggsimpa",0
"867","2010","WF","8.16","After",87,"WF","Stensnultra",0
"868","2010","WF","8.16","After",87,"WF","Torsk",4
"869","2010","WF","8.16","After",87,"WF","Tanglake",6
"870","2010","WF","8.16","After",87,"WF","AL",1
"871","2010","WF","8.17","After",88,"WF","Oxsimpa",1
"872","2010","WF","8.17","After",88,"WF","Rotsimpa",0
"873","2010","WF","8.17","After",88,"WF","Sandskadda",0
"874","2010","WF","8.17","After",88,"WF","Sjurygg",0
"875","2010","WF","8.17","After",88,"WF","Skrubbskadda",0
"876","2010","WF","8.17","After",88,"WF","Skaggsimpa",0
"877","2010","WF","8.17","After",88,"WF","Stensnultra",0
